1,1,1,1,90,173,222,399/
2,1,1,2,90,173,222,399/
3,1,1,3,90,173,222,399/
4,1,1,4,90,173,222,399/
5,1,1,5,90,173,222,399/
6,1,1,6,90,173,222,399/
7,1,1,7,90,173,222,399/
8,1,1,8,90,173,222,399/
9,1,1,9,90,173,222,399/
10,1,1,10,90,173,222,399/
11,1,1,11,90,173,222,399/
12,1,1,12,90,173,222,399/
13,1,1,13,90,173,222,399/
14,1,1,14,90,173,222,399/
15,1,1,15,90,173,222,399/
16,1,1,16,90,173,222,399/
17,1,1,17,90,173,222,399/
18,1,1,18,90,173,222,399/
19,1,1,19,90,173,222,399/
20,1,1,20,90,173,222,399/
21,1,1,21,90,173,222,399/
22,1,1,22,90,173,222,399/
23,1,1,23,90,173,222,399/
24,1,1,24,90,173,222,399/
25,1,1,25,90,173,222,399/
26,1,1,26,90,173,222,399/
27,1,1,27,90,173,222,399/
28,1,1,28,90,173,222,399/
29,1,1,29,90,173,222,399/
30,1,1,30,90,173,222,399/
31,1,1,31,90,173,222,399/
32,1,1,32,90,173,222,399/
33,1,1,33,90,173,222,399/
34,1,1,34,90,173,222,399/
35,1,1,35,90,173,222,399/
36,1,1,36,90,173,222,399/
37,1,1,37,90,173,222,399/
38,1,1,38,90,173,222,399/
39,1,1,39,90,173,222,399/
40,1,1,40,255,255,255,5/
41,1,1,41,123,214,198,309/
42,1,1,42,123,214,198,309/
43,1,1,43,123,214,198,309/
44,1,1,44,123,214,198,309/
45,1,1,45,255,255,255,5/
46,1,1,46,255,255,255,5/
47,1,1,47,255,255,255,5/
48,1,1,48,255,255,255,5/
49,1,2,1,90,173,222,399/
50,1,2,2,90,173,222,399/
51,1,2,3,90,173,222,399/
52,1,2,4,90,173,222,399/
53,1,2,5,90,173,222,399/
54,1,2,6,90,173,222,399/
55,1,2,7,90,173,222,399/
56,1,2,8,90,173,222,399/
57,1,2,9,90,173,222,399/
58,1,2,10,90,173,222,399/
59,1,2,11,90,173,222,399/
60,1,2,12,90,173,222,399/
61,1,2,13,90,173,222,399/
62,1,2,14,90,173,222,399/
63,1,2,15,90,173,222,399/
64,1,2,16,90,173,222,399/
65,1,2,17,90,173,222,399/
66,1,2,18,90,173,222,399/
67,1,2,19,90,173,222,399/
68,1,2,20,90,173,222,399/
69,1,2,21,90,173,222,399/
70,1,2,22,90,173,222,399/
71,1,2,23,90,173,222,399/
72,1,2,24,90,173,222,399/
73,1,2,25,90,173,222,399/
74,1,2,26,90,173,222,399/
75,1,2,27,90,173,222,399/
76,1,2,28,90,173,222,399/
77,1,2,29,90,173,222,399/
78,1,2,30,90,173,222,399/
79,1,2,31,90,173,222,399/
80,1,2,32,90,173,222,399/
81,1,2,33,90,173,222,399/
82,1,2,34,90,173,222,399/
83,1,2,35,90,173,222,399/
84,1,2,36,90,173,222,399/
85,1,2,37,90,173,222,399/
86,1,2,38,90,173,222,399/
87,1,2,39,90,173,222,399/
88,1,2,40,255,255,255,5/
89,1,2,41,123,214,198,309/
90,1,2,42,123,214,198,309/
91,1,2,43,123,214,198,309/
92,1,2,44,123,214,198,309/
93,1,2,45,255,255,255,5/
94,1,2,46,123,214,198,309/
95,1,2,47,255,255,255,5/
96,1,2,48,255,255,255,5/
97,1,3,1,90,173,222,399/
98,1,3,2,90,173,222,399/
99,1,3,3,90,173,222,399/
100,1,3,4,90,173,222,399/
101,1,3,5,90,173,222,399/
102,1,3,6,90,173,222,399/
103,1,3,7,90,173,222,399/
104,1,3,8,90,173,222,399/
105,1,3,9,90,173,222,399/
106,1,3,10,90,173,222,399/
107,1,3,11,90,173,222,399/
108,1,3,12,90,173,222,399/
109,1,3,13,90,173,222,399/
110,1,3,14,90,173,222,399/
111,1,3,15,90,173,222,399/
112,1,3,16,90,173,222,399/
113,1,3,17,90,173,222,399/
114,1,3,18,90,173,222,399/
115,1,3,19,90,173,222,399/
116,1,3,20,90,173,222,399/
117,1,3,21,90,173,222,399/
118,1,3,22,90,173,222,399/
119,1,3,23,90,173,222,399/
120,1,3,24,90,173,222,399/
121,1,3,25,90,173,222,399/
122,1,3,26,90,173,222,399/
123,1,3,27,90,173,222,399/
124,1,3,28,90,173,222,399/
125,1,3,29,90,173,222,399/
126,1,3,30,90,173,222,399/
127,1,3,31,90,173,222,399/
128,1,3,32,90,173,222,399/
129,1,3,33,90,173,222,399/
130,1,3,34,90,173,222,399/
131,1,3,35,90,173,222,399/
132,1,3,36,90,173,222,399/
133,1,3,37,90,173,222,399/
134,1,3,38,90,173,222,399/
135,1,3,39,90,173,222,399/
136,1,3,40,255,255,255,5/
137,1,3,41,123,214,198,309/
138,1,3,42,123,214,198,309/
139,1,3,43,123,214,198,309/
140,1,3,44,255,255,255,5/
141,1,3,45,255,255,255,5/
142,1,3,46,255,255,255,5/
143,1,3,47,255,255,255,5/
