1,1,1,1,174,200,225,1/
2,1,1,2,174,200,227,2/
3,1,1,3,174,200,227,2/
4,1,1,4,174,200,227,2/
5,1,1,5,173,199,226,3/
6,1,1,6,175,201,228,4/
7,1,1,7,174,200,227,2/
8,1,1,8,173,200,227,5/
9,1,1,9,174,200,227,2/
10,1,1,10,174,200,227,2/
11,1,1,11,175,199,227,6/
12,1,1,12,174,201,228,7/
13,1,1,13,174,200,223,8/
14,1,1,14,173,200,227,5/
15,1,1,15,175,200,230,9/
16,1,1,16,174,200,227,2/
17,1,1,17,174,200,227,2/
18,1,1,18,174,200,227,2/
19,1,1,19,174,200,227,2/
20,1,1,20,174,200,227,2/
21,1,1,21,174,200,227,2/
22,1,1,22,174,200,227,2/
23,1,1,23,174,200,227,2/
24,1,1,24,174,200,227,2/
25,1,1,25,174,200,227,2/
26,1,1,26,174,200,227,2/
27,1,1,27,174,200,227,2/
28,1,1,28,174,200,227,2/
29,1,1,29,174,200,227,2/
30,1,1,30,174,200,227,2/
31,1,1,31,174,200,227,2/
32,1,1,32,174,200,227,2/
33,1,1,33,174,200,227,2/
34,1,1,34,173,200,227,5/
35,1,1,35,174,200,227,2/
36,1,1,36,174,200,227,2/
37,1,1,37,174,200,227,2/
38,1,1,38,174,200,227,2/
39,1,1,39,174,200,227,2/
40,1,1,40,207,217,226,10/
41,1,1,41,206,176,116,11/
42,1,1,42,206,176,116,11/
43,1,1,43,205,176,116,12/
44,1,1,44,205,176,116,12/
45,1,1,45,49,68,83,13/
46,1,1,46,54,67,84,14/
47,1,1,47,52,70,80,15/
48,1,1,48,51,68,86,16/
49,1,2,1,174,199,229,17/
50,1,2,2,175,201,228,4/
51,1,2,3,173,199,226,3/
52,1,2,4,174,200,227,2/
53,1,2,5,175,201,226,18/
54,1,2,6,174,200,225,1/
55,1,2,7,174,200,227,2/
56,1,2,8,174,200,227,2/
57,1,2,9,173,200,227,5/
58,1,2,10,175,201,226,18/
59,1,2,11,174,199,229,17/
60,1,2,12,174,199,229,17/
61,1,2,13,173,200,227,5/
62,1,2,14,175,201,226,18/
63,1,2,15,174,199,229,17/
64,1,2,16,174,200,225,1/
65,1,2,17,174,200,227,2/
66,1,2,18,174,200,227,2/
67,1,2,19,174,200,227,2/
68,1,2,20,174,200,227,2/
69,1,2,21,174,200,227,2/
70,1,2,22,174,200,227,2/
71,1,2,23,174,200,227,2/
72,1,2,24,174,200,227,2/
73,1,2,25,174,200,227,2/
74,1,2,26,174,200,227,2/
75,1,2,27,174,200,227,2/
76,1,2,28,174,200,227,2/
77,1,2,29,174,200,227,2/
78,1,2,30,174,200,227,2/
79,1,2,31,174,200,227,2/
80,1,2,32,174,200,227,2/
81,1,2,33,174,200,227,2/
82,1,2,34,173,200,227,5/
83,1,2,35,174,200,227,2/
84,1,2,36,174,200,227,2/
85,1,2,37,174,200,227,2/
86,1,2,38,174,200,227,2/
87,1,2,39,174,200,227,2/
88,1,2,40,207,217,226,10/
89,1,2,41,205,176,116,12/
90,1,2,42,201,177,115,19/
91,1,2,43,205,177,114,20/
92,1,2,44,206,175,118,21/
93,1,2,45,54,67,83,22/
94,1,2,46,201,177,113,23/
95,1,2,47,54,67,83,22/
